Date,S&P 500
2023-08-01 00:00:00-04:00,4576.72998046875
2023-08-02 00:00:00-04:00,4513.39013671875
2023-08-03 00:00:00-04:00,4501.89013671875
2023-08-04 00:00:00-04:00,4478.02978515625
2023-08-07 00:00:00-04:00,4518.43994140625
2023-08-08 00:00:00-04:00,4499.3798828125
2023-08-09 00:00:00-04:00,4467.7099609375
2023-08-10 00:00:00-04:00,4468.830078125
2023-08-11 00:00:00-04:00,4464.0498046875
2023-08-14 00:00:00-04:00,4489.72021484375
2023-08-15 00:00:00-04:00,4437.85986328125
2023-08-16 00:00:00-04:00,4404.330078125
2023-08-17 00:00:00-04:00,4370.35986328125
2023-08-18 00:00:00-04:00,4369.7099609375
2023-08-21 00:00:00-04:00,4399.77001953125
2023-08-22 00:00:00-04:00,4387.5498046875
2023-08-23 00:00:00-04:00,4436.009765625
2023-08-24 00:00:00-04:00,4376.31005859375
2023-08-25 00:00:00-04:00,4405.7099609375
2023-08-28 00:00:00-04:00,4433.31005859375
2023-08-29 00:00:00-04:00,4497.6298828125
2023-08-30 00:00:00-04:00,4514.8701171875
2023-08-31 00:00:00-04:00,4507.66015625
2023-09-01 00:00:00-04:00,4515.77001953125
2023-09-05 00:00:00-04:00,4496.830078125
2023-09-06 00:00:00-04:00,4465.47998046875
2023-09-07 00:00:00-04:00,4451.14013671875
2023-09-08 00:00:00-04:00,4457.490234375
2023-09-11 00:00:00-04:00,4487.4599609375
2023-09-12 00:00:00-04:00,4461.89990234375
2023-09-13 00:00:00-04:00,4467.43994140625
2023-09-14 00:00:00-04:00,4505.10009765625
2023-09-15 00:00:00-04:00,4450.31982421875
2023-09-18 00:00:00-04:00,4453.52978515625
2023-09-19 00:00:00-04:00,4443.9501953125
2023-09-20 00:00:00-04:00,4402.2001953125
2023-09-21 00:00:00-04:00,4330.0
2023-09-22 00:00:00-04:00,4320.06005859375
2023-09-25 00:00:00-04:00,4337.43994140625
2023-09-26 00:00:00-04:00,4273.52978515625
2023-09-27 00:00:00-04:00,4274.509765625
2023-09-28 00:00:00-04:00,4299.7001953125
2023-09-29 00:00:00-04:00,4288.0498046875
2023-10-02 00:00:00-04:00,4288.39013671875
2023-10-03 00:00:00-04:00,4229.4501953125
2023-10-04 00:00:00-04:00,4263.75
2023-10-05 00:00:00-04:00,4258.18994140625
2023-10-06 00:00:00-04:00,4308.5
2023-10-09 00:00:00-04:00,4335.66015625
2023-10-10 00:00:00-04:00,4358.240234375
2023-10-11 00:00:00-04:00,4376.9501953125
2023-10-12 00:00:00-04:00,4349.60986328125
2023-10-13 00:00:00-04:00,4327.77978515625
2023-10-16 00:00:00-04:00,4373.6298828125
2023-10-17 00:00:00-04:00,4373.2001953125
2023-10-18 00:00:00-04:00,4314.60009765625
2023-10-19 00:00:00-04:00,4278.0
2023-10-20 00:00:00-04:00,4224.16015625
2023-10-23 00:00:00-04:00,4217.0400390625
2023-10-24 00:00:00-04:00,4247.68017578125
2023-10-25 00:00:00-04:00,4186.77001953125
2023-10-26 00:00:00-04:00,4137.22998046875
2023-10-27 00:00:00-04:00,4117.3701171875
2023-10-30 00:00:00-04:00,4166.81982421875
2023-10-31 00:00:00-04:00,4193.7998046875
2023-11-01 00:00:00-04:00,4237.85986328125
2023-11-02 00:00:00-04:00,4317.77978515625
2023-11-03 00:00:00-04:00,4358.33984375
2023-11-06 00:00:00-05:00,4365.97998046875
2023-11-07 00:00:00-05:00,4378.3798828125
2023-11-08 00:00:00-05:00,4382.77978515625
2023-11-09 00:00:00-05:00,4347.35009765625
2023-11-10 00:00:00-05:00,4415.240234375
2023-11-13 00:00:00-05:00,4411.5498046875
2023-11-14 00:00:00-05:00,4495.7001953125
2023-11-15 00:00:00-05:00,4502.8798828125
2023-11-16 00:00:00-05:00,4508.240234375
2023-11-17 00:00:00-05:00,4514.02001953125
2023-11-20 00:00:00-05:00,4547.3798828125
2023-11-21 00:00:00-05:00,4538.18994140625
2023-11-22 00:00:00-05:00,4556.6201171875
2023-11-24 00:00:00-05:00,4559.33984375
2023-11-27 00:00:00-05:00,4550.43017578125
2023-11-28 00:00:00-05:00,4554.89013671875
2023-11-29 00:00:00-05:00,4550.580078125
2023-11-30 00:00:00-05:00,4567.7998046875
2023-12-01 00:00:00-05:00,4594.6298828125
2023-12-04 00:00:00-05:00,4569.77978515625
2023-12-05 00:00:00-05:00,4567.18017578125
2023-12-06 00:00:00-05:00,4549.33984375
2023-12-07 00:00:00-05:00,4585.58984375
2023-12-08 00:00:00-05:00,4604.3701171875
2023-12-11 00:00:00-05:00,4622.43994140625
2023-12-12 00:00:00-05:00,4643.7001953125
2023-12-13 00:00:00-05:00,4707.08984375
2023-12-14 00:00:00-05:00,4719.5498046875
2023-12-15 00:00:00-05:00,4719.18994140625
2023-12-18 00:00:00-05:00,4740.56005859375
2023-12-19 00:00:00-05:00,4768.3701171875
2023-12-20 00:00:00-05:00,4698.35009765625
2023-12-21 00:00:00-05:00,4746.75
2023-12-22 00:00:00-05:00,4754.6298828125
2023-12-26 00:00:00-05:00,4774.75
2023-12-27 00:00:00-05:00,4781.580078125
2023-12-28 00:00:00-05:00,4783.35009765625
2023-12-29 00:00:00-05:00,4769.830078125
2024-01-02 00:00:00-05:00,4742.830078125
2024-01-03 00:00:00-05:00,4704.81005859375
2024-01-04 00:00:00-05:00,4688.68017578125
2024-01-05 00:00:00-05:00,4697.240234375
2024-01-08 00:00:00-05:00,4763.5400390625
2024-01-09 00:00:00-05:00,4756.5
2024-01-10 00:00:00-05:00,4783.4501953125
2024-01-11 00:00:00-05:00,4780.240234375
2024-01-12 00:00:00-05:00,4783.830078125
2024-01-16 00:00:00-05:00,4765.97998046875
2024-01-17 00:00:00-05:00,4739.2099609375
2024-01-18 00:00:00-05:00,4780.93994140625
2024-01-19 00:00:00-05:00,4839.81005859375
2024-01-22 00:00:00-05:00,4850.43017578125
2024-01-23 00:00:00-05:00,4864.60009765625
2024-01-24 00:00:00-05:00,4868.5498046875
2024-01-25 00:00:00-05:00,4894.16015625
2024-01-26 00:00:00-05:00,4890.97021484375
2024-01-29 00:00:00-05:00,4927.93017578125
2024-01-30 00:00:00-05:00,4924.97021484375
2024-01-31 00:00:00-05:00,4845.64990234375
2024-02-01 00:00:00-05:00,4906.18994140625
2024-02-02 00:00:00-05:00,4958.60986328125
2024-02-05 00:00:00-05:00,4942.81005859375
2024-02-06 00:00:00-05:00,4954.22998046875
2024-02-07 00:00:00-05:00,4995.06005859375
2024-02-08 00:00:00-05:00,4997.91015625
2024-02-09 00:00:00-05:00,5026.60986328125
2024-02-12 00:00:00-05:00,5021.83984375
2024-02-13 00:00:00-05:00,4953.169921875
2024-02-14 00:00:00-05:00,5000.6201171875
2024-02-15 00:00:00-05:00,5029.72998046875
2024-02-16 00:00:00-05:00,5005.56982421875
2024-02-20 00:00:00-05:00,4975.509765625
2024-02-21 00:00:00-05:00,4981.7998046875
2024-02-22 00:00:00-05:00,5087.02978515625
2024-02-23 00:00:00-05:00,5088.7998046875
2024-02-26 00:00:00-05:00,5069.52978515625
2024-02-27 00:00:00-05:00,5078.18017578125
2024-02-28 00:00:00-05:00,5069.759765625
2024-02-29 00:00:00-05:00,5096.27001953125
2024-03-01 00:00:00-05:00,5137.080078125
2024-03-04 00:00:00-05:00,5130.9501953125
2024-03-05 00:00:00-05:00,5078.64990234375
2024-03-06 00:00:00-05:00,5104.759765625
2024-03-07 00:00:00-05:00,5157.35986328125
2024-03-08 00:00:00-05:00,5123.68994140625
2024-03-11 00:00:00-04:00,5117.93994140625
2024-03-12 00:00:00-04:00,5175.27001953125
2024-03-13 00:00:00-04:00,5165.31005859375
2024-03-14 00:00:00-04:00,5150.47998046875
2024-03-15 00:00:00-04:00,5117.08984375
2024-03-18 00:00:00-04:00,5149.419921875
2024-03-19 00:00:00-04:00,5178.509765625
2024-03-20 00:00:00-04:00,5224.6201171875
2024-03-21 00:00:00-04:00,5241.52978515625
2024-03-22 00:00:00-04:00,5234.18017578125
2024-03-25 00:00:00-04:00,5218.18994140625
2024-03-26 00:00:00-04:00,5203.580078125
2024-03-27 00:00:00-04:00,5248.490234375
2024-03-28 00:00:00-04:00,5254.35009765625
2024-04-01 00:00:00-04:00,5243.77001953125
2024-04-02 00:00:00-04:00,5205.81005859375
2024-04-03 00:00:00-04:00,5211.490234375
2024-04-04 00:00:00-04:00,5147.2099609375
2024-04-05 00:00:00-04:00,5204.33984375
2024-04-08 00:00:00-04:00,5202.39013671875
2024-04-09 00:00:00-04:00,5209.91015625
2024-04-10 00:00:00-04:00,5160.64013671875
2024-04-11 00:00:00-04:00,5199.06005859375
2024-04-12 00:00:00-04:00,5123.41015625
2024-04-15 00:00:00-04:00,5061.81982421875
2024-04-16 00:00:00-04:00,5051.41015625
2024-04-17 00:00:00-04:00,5022.2099609375
2024-04-18 00:00:00-04:00,5011.1201171875
2024-04-19 00:00:00-04:00,4967.22998046875
2024-04-22 00:00:00-04:00,5010.60009765625
2024-04-23 00:00:00-04:00,5070.5498046875
2024-04-24 00:00:00-04:00,5071.6298828125
2024-04-25 00:00:00-04:00,5048.419921875
2024-04-26 00:00:00-04:00,5099.9599609375
2024-04-29 00:00:00-04:00,5116.169921875
2024-04-30 00:00:00-04:00,5035.68994140625
2024-05-01 00:00:00-04:00,5018.39013671875
2024-05-02 00:00:00-04:00,5064.2001953125
2024-05-03 00:00:00-04:00,5127.7900390625
2024-05-06 00:00:00-04:00,5180.740234375
2024-05-07 00:00:00-04:00,5187.7001953125
2024-05-08 00:00:00-04:00,5187.669921875
2024-05-09 00:00:00-04:00,5214.080078125
2024-05-10 00:00:00-04:00,5222.68017578125
2024-05-13 00:00:00-04:00,5221.419921875
2024-05-14 00:00:00-04:00,5246.68017578125
2024-05-15 00:00:00-04:00,5308.14990234375
2024-05-16 00:00:00-04:00,5297.10009765625
2024-05-17 00:00:00-04:00,5303.27001953125
2024-05-20 00:00:00-04:00,5308.1298828125
2024-05-21 00:00:00-04:00,5321.41015625
2024-05-22 00:00:00-04:00,5307.009765625
2024-05-23 00:00:00-04:00,5267.83984375
2024-05-24 00:00:00-04:00,5304.72021484375
2024-05-28 00:00:00-04:00,5306.0400390625
2024-05-29 00:00:00-04:00,5266.9501953125
2024-05-30 00:00:00-04:00,5235.47998046875
2024-05-31 00:00:00-04:00,5277.509765625
2024-06-03 00:00:00-04:00,5283.39990234375
2024-06-04 00:00:00-04:00,5291.33984375
2024-06-05 00:00:00-04:00,5354.02978515625
2024-06-06 00:00:00-04:00,5352.9599609375
2024-06-07 00:00:00-04:00,5346.990234375
2024-06-10 00:00:00-04:00,5360.7900390625
2024-06-11 00:00:00-04:00,5375.31982421875
2024-06-12 00:00:00-04:00,5421.02978515625
2024-06-13 00:00:00-04:00,5433.740234375
2024-06-14 00:00:00-04:00,5431.60009765625
2024-06-17 00:00:00-04:00,5473.22998046875
2024-06-18 00:00:00-04:00,5487.02978515625
2024-06-20 00:00:00-04:00,5473.169921875
2024-06-21 00:00:00-04:00,5464.6201171875
2024-06-24 00:00:00-04:00,5447.8701171875
2024-06-25 00:00:00-04:00,5469.2998046875
2024-06-26 00:00:00-04:00,5477.89990234375
2024-06-27 00:00:00-04:00,5482.8701171875
2024-06-28 00:00:00-04:00,5460.47998046875
2024-07-01 00:00:00-04:00,5475.08984375
2024-07-02 00:00:00-04:00,5509.009765625
2024-07-03 00:00:00-04:00,5537.02001953125
2024-07-05 00:00:00-04:00,5567.18994140625
2024-07-08 00:00:00-04:00,5572.85009765625
2024-07-09 00:00:00-04:00,5576.97998046875
2024-07-10 00:00:00-04:00,5633.91015625
2024-07-11 00:00:00-04:00,5584.5400390625
2024-07-12 00:00:00-04:00,5615.35009765625
2024-07-15 00:00:00-04:00,5631.22021484375
2024-07-16 00:00:00-04:00,5667.2001953125
2024-07-17 00:00:00-04:00,5588.27001953125
2024-07-18 00:00:00-04:00,5544.58984375
2024-07-19 00:00:00-04:00,5505.0
2024-07-22 00:00:00-04:00,5564.41015625
2024-07-23 00:00:00-04:00,5555.740234375
2024-07-24 00:00:00-04:00,5427.1298828125
2024-07-25 00:00:00-04:00,5399.22021484375
2024-07-26 00:00:00-04:00,5459.10009765625
2024-07-29 00:00:00-04:00,5463.5400390625
2024-07-30 00:00:00-04:00,5436.43994140625
2024-07-31 00:00:00-04:00,5522.2998046875
2024-08-01 00:00:00-04:00,5446.68017578125
2024-08-02 00:00:00-04:00,5346.56005859375
2024-08-05 00:00:00-04:00,5186.330078125
2024-08-06 00:00:00-04:00,5240.02978515625
2024-08-07 00:00:00-04:00,5199.5
2024-08-08 00:00:00-04:00,5319.31005859375
2024-08-09 00:00:00-04:00,5344.16015625
2024-08-12 00:00:00-04:00,5344.39013671875
2024-08-13 00:00:00-04:00,5434.43017578125
2024-08-14 00:00:00-04:00,5455.2099609375
2024-08-15 00:00:00-04:00,5543.22021484375
2024-08-16 00:00:00-04:00,5554.25
2024-08-19 00:00:00-04:00,5608.25
2024-08-20 00:00:00-04:00,5597.1201171875
2024-08-21 00:00:00-04:00,5620.85009765625
2024-08-22 00:00:00-04:00,5570.64013671875
2024-08-23 00:00:00-04:00,5634.60986328125
2024-08-26 00:00:00-04:00,5616.83984375
2024-08-27 00:00:00-04:00,5625.7998046875
2024-08-28 00:00:00-04:00,5592.18017578125
2024-08-29 00:00:00-04:00,5591.9599609375
2024-08-30 00:00:00-04:00,5648.39990234375
2024-09-03 00:00:00-04:00,5528.93017578125
2024-09-04 00:00:00-04:00,5520.06982421875
2024-09-05 00:00:00-04:00,5503.41015625
2024-09-06 00:00:00-04:00,5408.419921875
2024-09-09 00:00:00-04:00,5471.0498046875
2024-09-10 00:00:00-04:00,5495.52001953125
2024-09-11 00:00:00-04:00,5554.1298828125
2024-09-12 00:00:00-04:00,5595.759765625
2024-09-13 00:00:00-04:00,5626.02001953125
2024-09-16 00:00:00-04:00,5633.08984375
2024-09-17 00:00:00-04:00,5634.580078125
2024-09-18 00:00:00-04:00,5618.259765625
2024-09-19 00:00:00-04:00,5713.64013671875
2024-09-20 00:00:00-04:00,5702.5498046875
2024-09-23 00:00:00-04:00,5718.56982421875
2024-09-24 00:00:00-04:00,5732.93017578125
2024-09-25 00:00:00-04:00,5722.259765625
2024-09-26 00:00:00-04:00,5745.3701171875
2024-09-27 00:00:00-04:00,5738.169921875
2024-09-30 00:00:00-04:00,5762.47998046875
2024-10-01 00:00:00-04:00,5708.75
2024-10-02 00:00:00-04:00,5709.5400390625
2024-10-03 00:00:00-04:00,5699.93994140625
2024-10-04 00:00:00-04:00,5751.06982421875
2024-10-07 00:00:00-04:00,5695.93994140625
2024-10-08 00:00:00-04:00,5751.1298828125
2024-10-09 00:00:00-04:00,5792.0400390625
2024-10-10 00:00:00-04:00,5780.0498046875
2024-10-11 00:00:00-04:00,5815.02978515625
2024-10-14 00:00:00-04:00,5859.85009765625
2024-10-15 00:00:00-04:00,5815.259765625
2024-10-16 00:00:00-04:00,5842.47021484375
2024-10-17 00:00:00-04:00,5841.47021484375
2024-10-18 00:00:00-04:00,5864.669921875
2024-10-21 00:00:00-04:00,5853.97998046875
2024-10-22 00:00:00-04:00,5851.2001953125
2024-10-23 00:00:00-04:00,5797.419921875
2024-10-24 00:00:00-04:00,5809.85986328125
2024-10-25 00:00:00-04:00,5808.1201171875
2024-10-28 00:00:00-04:00,5823.52001953125
2024-10-29 00:00:00-04:00,5832.919921875
2024-10-30 00:00:00-04:00,5813.669921875
2024-10-31 00:00:00-04:00,5705.4501953125
2024-11-01 00:00:00-04:00,5728.7998046875
2024-11-04 00:00:00-05:00,5712.68994140625
2024-11-05 00:00:00-05:00,5782.759765625
2024-11-06 00:00:00-05:00,5929.0400390625
2024-11-07 00:00:00-05:00,5973.10009765625
2024-11-08 00:00:00-05:00,5995.5400390625
2024-11-11 00:00:00-05:00,6001.35009765625
2024-11-12 00:00:00-05:00,5983.990234375
2024-11-13 00:00:00-05:00,5985.3798828125
2024-11-14 00:00:00-05:00,5949.169921875
2024-11-15 00:00:00-05:00,5870.6201171875
2024-11-18 00:00:00-05:00,5893.6201171875
2024-11-19 00:00:00-05:00,5916.97998046875
2024-11-20 00:00:00-05:00,5917.10986328125
2024-11-21 00:00:00-05:00,5948.7099609375
2024-11-22 00:00:00-05:00,5969.33984375
2024-11-25 00:00:00-05:00,5987.3701171875
2024-11-26 00:00:00-05:00,6021.6298828125
2024-11-27 00:00:00-05:00,5998.740234375
2024-11-29 00:00:00-05:00,6032.3798828125
2024-12-02 00:00:00-05:00,6047.14990234375
2024-12-03 00:00:00-05:00,6049.8798828125
2024-12-04 00:00:00-05:00,6086.490234375
2024-12-05 00:00:00-05:00,6075.10986328125
2024-12-06 00:00:00-05:00,6090.27001953125
2024-12-09 00:00:00-05:00,6052.85009765625
2024-12-10 00:00:00-05:00,6034.91015625
2024-12-11 00:00:00-05:00,6084.18994140625
2024-12-12 00:00:00-05:00,6051.25
2024-12-13 00:00:00-05:00,6051.08984375
2024-12-16 00:00:00-05:00,6074.080078125
2024-12-17 00:00:00-05:00,6050.60986328125
2024-12-18 00:00:00-05:00,5872.16015625
2024-12-19 00:00:00-05:00,5867.080078125
2024-12-20 00:00:00-05:00,5930.85009765625
2024-12-23 00:00:00-05:00,5974.06982421875
2024-12-24 00:00:00-05:00,6040.0400390625
2024-12-26 00:00:00-05:00,6037.58984375
2024-12-27 00:00:00-05:00,5970.83984375
2024-12-30 00:00:00-05:00,5906.93994140625
2024-12-31 00:00:00-05:00,5881.6298828125
2025-01-02 00:00:00-05:00,5868.5498046875
2025-01-03 00:00:00-05:00,5942.47021484375
2025-01-06 00:00:00-05:00,5975.3798828125
2025-01-07 00:00:00-05:00,5909.02978515625
2025-01-08 00:00:00-05:00,5918.25
2025-01-10 00:00:00-05:00,5827.0400390625
2025-01-13 00:00:00-05:00,5836.22021484375
2025-01-14 00:00:00-05:00,5842.91015625
2025-01-15 00:00:00-05:00,5949.91015625
2025-01-16 00:00:00-05:00,5937.33984375
2025-01-17 00:00:00-05:00,5996.66015625
2025-01-21 00:00:00-05:00,6049.240234375
2025-01-22 00:00:00-05:00,6086.3701171875
2025-01-23 00:00:00-05:00,6118.7099609375
2025-01-24 00:00:00-05:00,6101.240234375
2025-01-27 00:00:00-05:00,6012.27978515625
2025-01-28 00:00:00-05:00,6067.7001953125
2025-01-29 00:00:00-05:00,6039.31005859375
2025-01-30 00:00:00-05:00,6071.169921875
2025-01-31 00:00:00-05:00,6040.52978515625
2025-02-03 00:00:00-05:00,5994.56982421875
2025-02-04 00:00:00-05:00,6037.8798828125
2025-02-05 00:00:00-05:00,6061.47998046875
2025-02-06 00:00:00-05:00,6083.56982421875
2025-02-07 00:00:00-05:00,6025.990234375
2025-02-10 00:00:00-05:00,6066.43994140625
2025-02-11 00:00:00-05:00,6068.5
2025-02-12 00:00:00-05:00,6051.97021484375
2025-02-13 00:00:00-05:00,6115.06982421875
2025-02-14 00:00:00-05:00,6114.6298828125
2025-02-18 00:00:00-05:00,6129.580078125
2025-02-19 00:00:00-05:00,6144.14990234375
2025-02-20 00:00:00-05:00,6117.52001953125
2025-02-21 00:00:00-05:00,6013.1298828125
2025-02-24 00:00:00-05:00,5983.25
2025-02-25 00:00:00-05:00,5955.25
2025-02-26 00:00:00-05:00,5956.06005859375
2025-02-27 00:00:00-05:00,5861.56982421875
2025-02-28 00:00:00-05:00,5954.5
2025-03-03 00:00:00-05:00,5849.72021484375
2025-03-04 00:00:00-05:00,5778.14990234375
2025-03-05 00:00:00-05:00,5842.6298828125
2025-03-06 00:00:00-05:00,5738.52001953125
2025-03-07 00:00:00-05:00,5770.2001953125
2025-03-10 00:00:00-04:00,5614.56005859375
2025-03-11 00:00:00-04:00,5572.06982421875
2025-03-12 00:00:00-04:00,5599.2998046875
2025-03-13 00:00:00-04:00,5521.52001953125
2025-03-14 00:00:00-04:00,5638.93994140625
2025-03-17 00:00:00-04:00,5675.1201171875
2025-03-18 00:00:00-04:00,5614.66015625
2025-03-19 00:00:00-04:00,5675.2900390625
2025-03-20 00:00:00-04:00,5662.89013671875
2025-03-21 00:00:00-04:00,5667.56005859375
2025-03-24 00:00:00-04:00,5767.56982421875
2025-03-25 00:00:00-04:00,5776.64990234375
2025-03-26 00:00:00-04:00,5712.2001953125
2025-03-27 00:00:00-04:00,5693.31005859375
2025-03-28 00:00:00-04:00,5580.93994140625
2025-03-31 00:00:00-04:00,5611.85009765625
2025-04-01 00:00:00-04:00,5633.06982421875
2025-04-02 00:00:00-04:00,5670.97021484375
2025-04-03 00:00:00-04:00,5396.52001953125
2025-04-04 00:00:00-04:00,5074.080078125
2025-04-07 00:00:00-04:00,5062.25
2025-04-08 00:00:00-04:00,4982.77001953125
2025-04-09 00:00:00-04:00,5456.89990234375
2025-04-10 00:00:00-04:00,5268.0498046875
2025-04-11 00:00:00-04:00,5363.35986328125
2025-04-14 00:00:00-04:00,5405.97021484375
2025-04-15 00:00:00-04:00,5396.6298828125
2025-04-16 00:00:00-04:00,5275.7001953125
2025-04-17 00:00:00-04:00,5282.7001953125
2025-04-21 00:00:00-04:00,5158.2001953125
2025-04-22 00:00:00-04:00,5287.759765625
2025-04-23 00:00:00-04:00,5375.85986328125
2025-04-24 00:00:00-04:00,5484.77001953125
2025-04-25 00:00:00-04:00,5525.2099609375
2025-04-28 00:00:00-04:00,5528.75
2025-04-29 00:00:00-04:00,5560.830078125
2025-04-30 00:00:00-04:00,5569.06005859375
2025-05-01 00:00:00-04:00,5604.14013671875
2025-05-02 00:00:00-04:00,5686.669921875
2025-05-05 00:00:00-04:00,5650.3798828125
2025-05-06 00:00:00-04:00,5606.91015625
2025-05-07 00:00:00-04:00,5631.27978515625
2025-05-08 00:00:00-04:00,5663.93994140625
2025-05-09 00:00:00-04:00,5659.91015625
2025-05-12 00:00:00-04:00,5844.18994140625
2025-05-13 00:00:00-04:00,5886.5498046875
2025-05-14 00:00:00-04:00,5892.580078125
2025-05-15 00:00:00-04:00,5916.93017578125
2025-05-16 00:00:00-04:00,5958.3798828125
2025-05-19 00:00:00-04:00,5963.60009765625
2025-05-20 00:00:00-04:00,5940.4599609375
2025-05-21 00:00:00-04:00,5844.60986328125
2025-05-22 00:00:00-04:00,5842.009765625
2025-05-23 00:00:00-04:00,5802.81982421875
2025-05-27 00:00:00-04:00,5921.5400390625
2025-05-28 00:00:00-04:00,5888.5498046875
2025-05-29 00:00:00-04:00,5912.169921875
2025-05-30 00:00:00-04:00,5911.68994140625
2025-06-02 00:00:00-04:00,5935.93994140625
2025-06-03 00:00:00-04:00,5970.3701171875
2025-06-04 00:00:00-04:00,5970.81005859375
2025-06-05 00:00:00-04:00,5939.2998046875
2025-06-06 00:00:00-04:00,6000.35986328125
2025-06-09 00:00:00-04:00,6005.8798828125
2025-06-10 00:00:00-04:00,6038.81005859375
2025-06-11 00:00:00-04:00,6022.240234375
2025-06-12 00:00:00-04:00,6045.259765625
2025-06-13 00:00:00-04:00,5976.97021484375
2025-06-16 00:00:00-04:00,6033.10986328125
2025-06-17 00:00:00-04:00,5982.72021484375
2025-06-18 00:00:00-04:00,5980.8701171875
2025-06-20 00:00:00-04:00,5967.83984375
2025-06-23 00:00:00-04:00,6025.169921875
2025-06-24 00:00:00-04:00,6092.18017578125
2025-06-25 00:00:00-04:00,6092.16015625
2025-06-26 00:00:00-04:00,6141.02001953125
2025-06-27 00:00:00-04:00,6173.06982421875
2025-06-30 00:00:00-04:00,6204.9501953125
2025-07-01 00:00:00-04:00,6198.009765625
2025-07-02 00:00:00-04:00,6227.419921875
2025-07-03 00:00:00-04:00,6279.35009765625
2025-07-07 00:00:00-04:00,6229.97998046875
2025-07-08 00:00:00-04:00,6225.52001953125
2025-07-09 00:00:00-04:00,6263.259765625
2025-07-10 00:00:00-04:00,6280.4599609375
2025-07-11 00:00:00-04:00,6259.75
2025-07-14 00:00:00-04:00,6268.56005859375
2025-07-15 00:00:00-04:00,6243.759765625
2025-07-16 00:00:00-04:00,6263.7001953125
2025-07-17 00:00:00-04:00,6297.35986328125
2025-07-18 00:00:00-04:00,6296.7900390625
2025-07-21 00:00:00-04:00,6305.60009765625
2025-07-22 00:00:00-04:00,6309.6201171875
2025-07-23 00:00:00-04:00,6358.91015625
2025-07-24 00:00:00-04:00,6363.35009765625
2025-07-25 00:00:00-04:00,6388.64013671875
2025-07-28 00:00:00-04:00,6389.77001953125
2025-07-29 00:00:00-04:00,6370.85986328125
2025-07-30 00:00:00-04:00,6362.89990234375
2025-07-31 00:00:00-04:00,6339.39013671875
2025-08-01 00:00:00-04:00,6240.14990234375
